prompt,path,temp,kl
1,knowledge/01.txt,0.3100,1.348887
1,knowledge/01.txt,0.3200,1.298854
1,knowledge/01.txt,0.3300,1.251984
1,knowledge/01.txt,0.3400,1.207996
1,knowledge/01.txt,0.3500,1.166643
1,knowledge/01.txt,0.3600,1.127706
1,knowledge/01.txt,0.3700,1.090987
1,knowledge/01.txt,0.3800,1.056311
1,knowledge/01.txt,0.3900,1.023520
1,knowledge/01.txt,0.4000,0.992473
1,knowledge/01.txt,0.4100,0.963041
1,knowledge/01.txt,0.4200,0.935108
1,knowledge/01.txt,0.4300,0.908570
1,knowledge/01.txt,0.4400,0.883330
1,knowledge/01.txt,0.4500,0.859301
1,knowledge/01.txt,0.4600,0.836404
1,knowledge/01.txt,0.4700,0.814566
1,knowledge/01.txt,0.4800,0.793721
1,knowledge/01.txt,0.4900,0.773806
1,knowledge/01.txt,0.5000,0.754766
1,knowledge/01.txt,0.5100,0.736549
1,knowledge/01.txt,0.5200,0.719106
1,knowledge/01.txt,0.5300,0.702393
1,knowledge/01.txt,0.5400,0.686369
1,knowledge/01.txt,0.5500,0.670996
1,knowledge/01.txt,0.5600,0.656238
1,knowledge/01.txt,0.5700,0.642063
1,knowledge/01.txt,0.5800,0.628440
1,knowledge/01.txt,0.5900,0.615341
1,knowledge/01.txt,0.6000,0.602737
1,knowledge/01.txt,0.6100,0.590606
1,knowledge/01.txt,0.6200,0.578923
1,knowledge/01.txt,0.6300,0.567666
1,knowledge/01.txt,0.6400,0.556815
1,knowledge/01.txt,0.6500,0.546351
1,knowledge/01.txt,0.6600,0.536255
1,knowledge/01.txt,0.6700,0.526511
1,knowledge/01.txt,0.6800,0.517103
1,knowledge/01.txt,0.6900,0.508015
1,knowledge/01.txt,0.7000,0.499234
1,knowledge/01.txt,0.7100,0.490745
1,knowledge/01.txt,0.7200,0.482537
1,knowledge/01.txt,0.7300,0.474598
1,knowledge/01.txt,0.7400,0.466915
1,knowledge/01.txt,0.7500,0.459478
1,knowledge/01.txt,0.7600,0.452278
1,knowledge/01.txt,0.7700,0.445304
1,knowledge/01.txt,0.7800,0.438548
1,knowledge/01.txt,0.7900,0.432000
1,knowledge/01.txt,0.8000,0.425652
1,knowledge/01.txt,0.8100,0.419498
1,knowledge/01.txt,0.8200,0.413528
